Family,Outcome,Treatment,Moderator,N,Beta,p,CI_lower,CI_upper,q,Pass_Conservative,CI_width,AbsBeta_over_CIwidth,PlaceboIV,Interaction_Beta
Direct NCO,not_proficient_in_english_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133,4.32181758559503e-06,0.8366823202330169,-3.676990218546129e-05,4.541353735665136e-05,0.9323384059933857,True,8.218343954211265e-05,0.05258745082554537,,
Direct NCO,not_proficient_in_english_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133,1.1358521812935474e-05,0.5786204179077563,-2.8724758929522774e-05,5.144180255539372e-05,0.9323384059933857,True,8.01665614849165e-05,0.1416865286790753,,
Direct NCO,not_proficient_in_english_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133,-4.959129083188001e-06,0.804333816459962,-4.419229666093273e-05,3.427403849455672e-05,0.9323384059933857,True,7.846633515548945e-05,0.06320072262022886,,
Direct NCO,reading_scores_raw_value,mo1_genai_composite_score_c,MO1,2773,-0.00715994980341543,0.10444161542120227,-0.015802750296895166,0.0014828506900643034,0.5368195918205723,True,0.01728560098695947,0.4142146870575694,,
Direct NCO,reading_scores_raw_value,mo2_robotics_composite_score_c,MO2,2773,0.0008735062453184882,0.6514778064543636,-0.002916625076442731,0.004663637567079708,0.9323384059933857,True,0.007580262643522439,0.11523429812355188,,
Direct NCO,reading_scores_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,2773,-0.0004580753802897648,0.002002657225137212,-0.0007486444196873195,-0.00016750634089221012,0.03855115158389133,False,0.0005811380787951095,0.7882384531392365,,
Direct NCO,reading_scores_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,2773,-0.0002502149772571835,0.07794965345962683,-0.000528430191199342,2.800023668497498e-05,0.4449863133977432,False,0.0005564304278843171,0.44967881826405737,,
Direct NCO,reading_scores_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,2773,6.059317066161923e-05,0.7450343714243421,-0.000304605729307479,0.00042579207063071745,0.9323384059933857,True,0.0007303977999381964,0.08295913633193637,,
Direct NCO,reading_scores_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,2773,-0.00014468369382929398,0.4679547891411623,-0.0005353844719336867,0.00024601708427509863,0.9122156649080885,True,0.0007814015562087853,0.18515920870604902,,
Direct NCO,reading_scores_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,2773,-0.0002197992371892484,0.2226791833555435,-0.000573076481234004,0.00013347800685550718,0.6998488619745653,True,0.0007065544880895112,0.31108603921485917,,
Direct NCO,school_funding_adequacy_raw_value,mo1_genai_composite_score_c,MO1,3051,54.05522407754975,0.684801989878911,-206.94819578714637,315.0586439422459,0.9323384059933857,True,522.0068397293923,0.10355271227015324,,
Direct NCO,school_funding_adequacy_raw_value,mo2_robotics_composite_score_c,MO2,3051,75.78469484280222,0.004911800199645581,22.977071491549815,128.59231819405463,0.07564172307454196,False,105.6152467025048,0.7175544933987726,,
Direct NCO,school_funding_adequacy_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3051,-0.10809289152202817,0.9827692942778414,-9.917628790901025,9.701443007856968,0.9919304046893825,True,19.619071798757993,0.005509582340631992,,
Direct NCO,school_funding_adequacy_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3051,3.1286958003113625,0.49586546807432486,-5.875776131077727,12.133167731700452,0.9323384059933857,True,18.008943862778178,0.17373011011367046,,
Direct NCO,school_funding_adequacy_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3051,-1.821450695325686,0.7333590907102652,-12.301023596834012,8.658122206182641,0.9323384059933857,True,20.959145803016654,0.0869048153223651,,
Direct NCO,school_funding_adequacy_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3051,1.9630355304738991,0.63514374523802,-6.1454637103062435,10.071534771254042,0.9323384059933857,True,16.216998481560285,0.12104801839292209,,
Direct NCO,school_funding_adequacy_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3051,1.6839906107997102,0.6798117376937596,-6.313103292448276,9.681084514047697,0.9323384059933857,True,15.994187806495972,0.10528766019089537,,
Direct NCO,school_segregation_raw_value,mo1_genai_composite_score_c,MO1,2914,-0.0008092729300825522,0.5446720182316,-0.0034276984636322167,0.001809152603467112,0.9323384059933857,True,0.0052368510670993285,0.15453426490717548,,
Direct NCO,school_segregation_raw_value,mo2_robotics_composite_score_c,MO2,2914,-0.0010718113767043363,0.0010415313803520574,-0.0017124556734294002,-0.0004311670799792723,0.030917876188902963,False,0.0012812885934501278,0.8365105115142469,,
Direct NCO,school_segregation_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,2912,-1.531221720509518e-05,0.7192428895431461,-9.87999192477118e-05,6.817548483752144e-05,0.9323384059933857,True,0.00016697540408523324,0.09170342954989347,,
Direct NCO,school_segregation_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,2912,1.1371184332175104e-05,0.8024081741621363,-7.76947174796419e-05,0.00010043708614399211,0.9323384059933857,True,0.00017813180362363402,0.06383578957186513,,
Direct NCO,school_segregation_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,2912,-2.3785316687634663e-05,0.6339612837327079,-0.00012169040391867678,7.411977054340747e-05,0.9323384059933857,True,0.00019581017446208425,0.12147130123843661,,
Direct NCO,school_segregation_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,2912,-5.97185344723684e-07,0.9919304046893825,-0.00011632510183722453,0.00011513073114777717,0.9919304046893825,True,0.0002314558329850017,0.0025801265711129493,,
Direct NCO,school_segregation_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,2912,-1.7469385480228675e-05,0.7066999756173762,-0.00010846091513317875,7.35221441727214e-05,0.9323384059933857,True,0.00018198305930590015,0.09599456975203347,,
Direct NCO,severe_housing_cost_burden_raw_value,mo1_genai_composite_score_c,MO1,3130,2.9177211928567382e-05,0.9569823071451276,-0.0010309897448594328,0.0010893441687165675,0.9919304046893825,True,0.0021203339135760003,0.013760668421965307,,
Direct NCO,severe_housing_cost_burden_raw_value,mo2_robotics_composite_score_c,MO2,3130,0.00034872722675666483,0.13167939207923765,-0.00010466396773262197,0.0008021184212459516,0.5793893251486457,True,0.0009067823889785736,0.38457653235798,,
Direct NCO,severe_housing_cost_burden_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3128,1.7801525109363206e-05,0.4356176069314227,-2.6951788234531587e-05,6.2554838453258e-05,0.8947671232836913,True,8.95066266877896e-05,0.19888499620767935,,
Direct NCO,severe_housing_cost_burden_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3128,1.696873437676547e-05,0.45828410506820905,-2.787313842936485e-05,6.181060718289579e-05,0.9048173356474898,True,8.968374561226064e-05,0.18920635239888642,,
Direct NCO,severe_housing_cost_burden_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3128,3.2968667735251105e-05,0.1590315432235333,-1.2913417579775835e-05,7.885075305027805e-05,0.6279707091390803,True,9.176417063005388e-05,0.3592760388819279,,
Direct NCO,severe_housing_cost_burden_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3128,2.2755797236063046e-06,0.9146663975392977,-3.9347064048023146e-05,4.389822349523576e-05,0.9647851042537797,True,8.32452875432589e-05,0.02733583834909317,,
Direct NCO,severe_housing_cost_burden_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3128,6.782572962653346e-06,0.7768852277094409,-4.012821296118884e-05,5.369335888649553e-05,0.9323384059933857,True,9.382157184768437e-05,0.07229225463909927,,
Direct NCO,traffic_volume_raw_value,mo1_genai_composite_score_c,MO1,3104,0.028967569297491336,0.9810771800466921,-2.364753991498593,2.422689130093576,0.9919304046893825,True,4.787443121592169,0.006050739102641816,,
Direct NCO,traffic_volume_raw_value,mo2_robotics_composite_score_c,MO2,3104,0.6497717562307818,0.07468171929365242,-0.06472506180811533,1.364268574269679,0.4449863133977432,False,1.4289936360777942,0.4547058432074139,,
Direct NCO,traffic_volume_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3102,0.0643342591605832,0.15253981612465886,-0.02380447436972756,0.15247299269089398,0.6279707091390803,True,0.17627746706062153,0.3649601973147184,,
Direct NCO,traffic_volume_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3102,0.06177991589725783,0.12266281933781216,-0.01665954151699295,0.1402193733115086,0.5613610175891516,True,0.15687891482850155,0.3938063694843568,,
Direct NCO,traffic_volume_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3102,0.08953482639914864,0.16591885499057835,-0.03712919595167602,0.2161988487499733,0.6387875917137267,True,0.2533280447016493,0.353434324670196,,
Direct NCO,traffic_volume_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3102,0.09333302745992145,0.12393684803916333,-0.02557139431552534,0.21223744923536825,0.5613610175891516,True,0.2378088435508936,0.3924708016165395,,
Direct NCO,traffic_volume_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3102,0.04267504836945364,0.42625168665349733,-0.062452187661969805,0.1478022844008771,0.8947671232836913,True,0.2102544720628469,0.20296856447694345,,
Direct NCO,voter_turnout_raw_value,mo1_genai_composite_score_c,MO1,3104,0.0005736112181204053,0.8144570378619657,-0.004216983938578846,0.005364206374819657,0.9323384059933857,True,0.009581190313398503,0.059868471385883804,,
Direct NCO,voter_turnout_raw_value,mo2_robotics_composite_score_c,MO2,3104,0.0025393759528914662,0.0003537517204048973,0.0011461631537833313,0.003932588751999601,0.013619441235588546,False,0.0027864255982162703,0.9113381511126826,,
Direct NCO,voter_turnout_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3104,5.992941338373611e-05,0.5270087282704616,-0.0001257541567380783,0.0002456129835055505,0.9323384059933857,True,0.00037136714024362883,0.1613751107446407,,
Direct NCO,voter_turnout_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3104,3.234703489105972e-05,0.7270847050365374,-0.0001493088655165599,0.00021400293529867935,0.9323384059933857,True,0.00036331180081523927,0.0890338128804951,,
Direct NCO,voter_turnout_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3104,0.00010911936577507188,0.24647987220096967,-7.541967687156736e-05,0.0002936584084217111,0.7299596215182563,True,0.0003690780852932784,0.29565387413442057,,
Direct NCO,voter_turnout_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3104,9.85265074126742e-05,0.2552450469020008,-7.120902113230167e-05,0.00026826203595765007,0.7327802329488445,True,0.00033947105708995173,0.29023536868584066,,
Direct NCO,voter_turnout_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3104,4.887071409915753e-05,0.6024802078066369,-0.00013503482339224365,0.0002327762515905587,0.9323384059933857,True,0.00036781107498280236,0.1328690662766002,,
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3104,,0.12143640968337759,-122.05016053162126,1041.4658617088692,0.2071347453282382,False,1163.5160222404904,,voter_turnout_raw_value,459.70785058862396
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3104,,0.03575012242383347,1.3930907260184853,40.4563501929932,0.07150024484766694,False,39.06325946697471,,voter_turnout_raw_value,20.924720459505842
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3104,,0.0908612060846694,-2.5962465705374456,35.22393848244354,0.1817224121693388,False,37.82018505298099,,voter_turnout_raw_value,16.31384595595305
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3104,,0.27615890226181894,-10.99379485152776,38.485083523461334,0.46026483710303157,True,49.478878374989094,,voter_turnout_raw_value,13.745644335966787
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3104,,0.20215925451576733,-7.682559312786259,36.31059531382732,0.3543299726589144,True,43.99315462661358,,voter_turnout_raw_value,14.314018000520532
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3104,,0.37689622306001236,-12.285160945055054,32.45645871740619,0.4194912616417944,True,44.74161966246125,,voter_turnout_raw_value,10.08564888617557
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3104,,0.9587943288329612,-174.23696640802876,165.28677799461042,0.9587943288329612,True,339.5237444026392,,voter_turnout_raw_value,-4.475094206709159
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3056,,0.04110435414280631,48.166516789131265,2336.4351344115676,0.08220870828561262,False,2288.268617622436,,voter_turnout_raw_value,1192.3008256003495
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3056,,0.00875301569881079,13.133150248052118,90.94732720978519,0.04376507849405395,False,77.81417696173307,,voter_turnout_raw_value,52.04023872891865
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3056,,0.02873458603334713,4.377852054874872,79.9281940654171,0.09578195344449043,False,75.55034201054224,,voter_turnout_raw_value,42.15302306014599
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3056,,0.1496439281725889,-13.18680310798404,86.37779761631714,0.27078447659674654,True,99.56460072430119,,voter_turnout_raw_value,36.59549725416655
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3056,,0.09796850013639731,-6.936044071593464,82.15470805213968,0.2980803836828323,False,89.09075212373315,,voter_turnout_raw_value,37.609331990273105
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3056,,0.18893514697857594,-14.626083236963886,74.09364361668813,0.23862182709836727,False,88.71972685365202,,voter_turnout_raw_value,29.733780189862117
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3056,,0.5604889421806376,-244.26636845475258,450.66237135003854,0.6803476248777749,True,694.9287398047911,,voter_turnout_raw_value,103.198001447643
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3132,,0.0070716042752029355,146.2781253770076,928.0205055123852,0.02532492913805131,False,781.7423801353775,,census_participation_raw_value,537.1493154446964
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3132,,2.651274567068403e-06,16.778937299654746,40.81697135346198,2.651274567068403e-05,False,24.038034053807234,,census_participation_raw_value,28.79795432655836
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3132,,0.13605488698821055,-5.308893518564037,39.03291496480827,0.19436412426887223,False,44.341808483372304,,census_participation_raw_value,16.86201072312212
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3132,,0.5162524066047053,-16.91007538272219,33.6580594638557,0.7375034380067219,True,50.56813484657789,,census_participation_raw_value,8.373992040566755
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3132,,0.3437722350327771,-11.384874028765157,32.66047476803682,0.42971529379097134,True,44.045348796801974,,census_participation_raw_value,10.63780036963583
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3132,,0.0046317427854368695,6.829671509920447,37.54452961411414,0.023158713927184348,False,30.714858104193695,,census_participation_raw_value,22.187100562017292
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3132,,0.8870777060500366,-170.129229138258,196.70718639349926,0.9587943288329612,True,366.83641553175727,,census_participation_raw_value,13.288978627620622
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3079,,0.005740104527754668,309.3638886422507,1820.862775182415,0.024957469323196466,False,1511.4988865401642,,census_participation_raw_value,1065.1133319123328
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3079,,4.099817700589388e-06,32.88909428267924,81.60738921751364,4.099817700589388e-05,False,48.718294934834404,,census_participation_raw_value,57.24824175009644
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3079,,0.12544811722877539,-9.325825389763189,76.15406166546921,0.1792115960411077,False,85.47988705523241,,census_participation_raw_value,33.41411813785301
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3079,,0.5115328519472114,-32.26334375330761,64.7592068448607,0.7307612170674449,True,97.02255059816831,,census_participation_raw_value,16.24793154577654
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3079,,0.34403871027459165,-22.10221902414434,63.36188090658954,0.43004838784323957,True,85.46409993073388,,census_participation_raw_value,20.6298309412226
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3079,,0.0053059264396906475,13.075544954497698,74.98654923757618,0.026529632198453237,False,61.91100428307848,,census_participation_raw_value,44.03104709603694
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3079,,0.8742157160187057,-324.744603724906,381.81315250508044,0.8742157160187057,True,706.5577562299865,,census_participation_raw_value,28.534274390087205
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3104,,0.8979225029119187,-0.7374401061284727,0.6468347039945807,0.8979225029119187,True,1.3842748101230533,,traffic_volume_raw_value,-0.045302701066946005
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3102,,0.9255228918199885,-0.01671593057409915,0.018390298799999708,0.9300927239747547,True,0.03510622937409886,,traffic_volume_raw_value,0.0008371841129502788
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3102,,0.3601415532244352,-0.021840382031169593,0.007937341880210617,0.450176941530544,True,0.02977772391138021,,traffic_volume_raw_value,-0.006951520075479487
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3102,,0.7923398408963493,-0.02252753626401327,0.017192162174098816,0.8233388641544332,True,0.039719698438112086,,traffic_volume_raw_value,-0.0026676870449572274
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3102,,0.7414149561400509,-0.01892454362859732,0.026586857517732248,0.7414149561400509,True,0.045511401146329566,,traffic_volume_raw_value,0.003831156944567464
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3102,,0.5327310746620295,-0.014935932209102411,0.028883268218161822,0.5327310746620295,True,0.043819200427264234,,traffic_volume_raw_value,0.006973668004529705
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3104,,0.11706959328651845,-0.3318174556097331,0.03694995162973083,0.2926739832162961,True,0.3687674072394639,,traffic_volume_raw_value,-0.1474337519900011
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3055,,0.8670900593377435,-1.5176471735854427,1.2788611359206472,0.8670900593377435,True,2.79650830950609,,traffic_volume_raw_value,-0.11939301883239772
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3055,,0.9775768565565632,-0.034605199272368416,0.035612154075147805,0.9775768565565632,True,0.07021735334751622,,traffic_volume_raw_value,0.0005034774013896945
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3055,,0.358058680079121,-0.04540002758556244,0.01641404124591501,0.44757335009890126,True,0.061814068831477456,,traffic_volume_raw_value,-0.014492993169823713
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3055,,0.7993448309317243,-0.04647411116597519,0.0358032504453918,0.8674252379338476,True,0.08227736161136699,,traffic_volume_raw_value,-0.005335430360291694
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3055,,0.7688233276528045,-0.03956144346300329,0.05351982406571497,0.8542481418364494,True,0.09308126752871826,,traffic_volume_raw_value,0.006979190301355839
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3055,,0.5470466372879916,-0.030482276586585838,0.05752093060749447,0.6078295969866574,True,0.08800320719408031,,traffic_volume_raw_value,0.013519327010454316
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3055,,0.12352453389511062,-0.672138655771209,0.0806189434814445,0.3772491275227061,True,0.7527575992526535,,traffic_volume_raw_value,-0.29575985614488226
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3135,,0.38438490438349027,-305.5526138547376,793.1757624461321,0.4804811304793628,True,1098.7283763008697,,driving_alone_to_work_raw_value,243.81157429569726
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3133,,0.8210963681344428,-24.119013922040217,19.129162326924266,0.9300927239747547,True,43.248176248964484,,driving_alone_to_work_raw_value,-2.4949257975579755
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3133,,0.7427196224529308,-16.708917855495066,23.43164327835173,0.7427196224529308,True,40.140561133846795,,driving_alone_to_work_raw_value,3.361362711428331
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3133,,0.7550645898727607,-17.81263475302688,24.556557846751392,0.8233388641544332,True,42.36919259977827,,driving_alone_to_work_raw_value,3.3719615468622557
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3133,,0.7082485702156517,-18.771950259483155,27.631630174642282,0.7414149561400509,True,46.40358043412544,,driving_alone_to_work_raw_value,4.429839957579562
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3133,,0.37754213547761495,-12.101897091286265,31.923389677800518,0.4194912616417944,True,44.02528676908678,,driving_alone_to_work_raw_value,9.910746293257127
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3135,,0.07825429188552259,-24.039944685342846,449.36439664224645,0.2608476396184086,False,473.4043413275893,,driving_alone_to_work_raw_value,212.6622259784518
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3080,,0.7757640354248123,-913.1533848374277,1223.705157536802,0.8619600393609026,True,2136.8585423742297,,driving_alone_to_work_raw_value,155.2758863496872
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3080,,0.45428017413881483,-60.563869748863006,27.09602837713002,0.5678502176735185,True,87.65989812599302,,driving_alone_to_work_raw_value,-16.733920685866494
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3080,,0.8584646371928265,-43.119339866603454,35.92722241586216,0.8584646371928265,True,79.04656228246562,,driving_alone_to_work_raw_value,-3.596058725370643
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3080,,0.8264682692597153,-46.66901926674849,37.27895097673753,0.8674252379338476,True,83.94797024348603,,driving_alone_to_work_raw_value,-4.695034145005483
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3080,,0.9351248711582667,-46.83311883674001,43.098206187630936,0.9351248711582667,True,89.93132502437095,,driving_alone_to_work_raw_value,-1.8674563245545386
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3080,,0.6718999600632337,-33.31734463831473,51.68637243450349,0.6718999600632337,True,85.00371707281822,,driving_alone_to_work_raw_value,9.184513898094378
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3080,,0.18629918136453605,-150.2963900539894,772.6208440080165,0.3772491275227061,True,922.917234062006,,driving_alone_to_work_raw_value,311.1622269770136
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3135,,0.5603829411529568,-392.2323151819956,212.55887881480413,0.6226477123921742,True,604.7911939967997,,long_commute_driving_alone_raw_value,-89.83671818359574
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3133,,0.9300927239747547,-13.03144722236423,11.914848614827834,0.9300927239747547,True,24.946295837192064,,long_commute_driving_alone_raw_value,-0.558299303768198
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3133,,0.703434982847005,-14.472957124740264,9.765142608850775,0.7427196224529308,True,24.23809973359104,,long_commute_driving_alone_raw_value,-2.353907257944744
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3133,,0.8233388641544332,-11.849553223823547,14.896051887373615,0.8233388641544332,True,26.74560511119716,,long_commute_driving_alone_raw_value,1.523249331775034
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3133,,0.2480309808612401,-17.0874047326277,4.4146975277934715,0.3543299726589144,True,21.50210226042117,,long_commute_driving_alone_raw_value,-6.336353602417114
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3133,,0.2066831158264445,-18.527586043781277,4.008406495259033,0.34447185971074085,True,22.535992539040308,,long_commute_driving_alone_raw_value,-7.259589774261123
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3135,,0.2264861414101963,-197.9029974651698,46.86244911802932,0.4529722828203926,True,244.7654465831991,,long_commute_driving_alone_raw_value,-75.52027417357024
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3080,,0.5119866114868316,-805.9498937639086,401.85363071404197,0.6399832643585394,True,1207.8035244779505,,long_commute_driving_alone_raw_value,-202.0481315249333
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3080,,0.8918577565488393,-26.703351584672298,23.23907102291313,0.9775768565565632,True,49.94242260758543,,long_commute_driving_alone_raw_value,-1.732140280879582
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3080,,0.676993623367762,-29.127772364003217,18.916486253135478,0.7522151370752911,True,48.044258617138695,,long_commute_driving_alone_raw_value,-5.10564305543387
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3080,,0.8674252379338476,-24.360823229833,28.896764575857997,0.8674252379338476,True,53.257587805690996,,long_commute_driving_alone_raw_value,2.267970673012499
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3080,,0.20865626857798258,-34.52140044324649,7.540025162097642,0.2980803836828323,True,42.061425605344134,,long_commute_driving_alone_raw_value,-13.490687640574425
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3080,,0.19089746167869381,-37.481991565637784,7.478696246985702,0.23862182709836727,False,44.96068781262349,,long_commute_driving_alone_raw_value,-15.001647659326043
