Family,Outcome,Treatment,Moderator,N,Beta,p,CI_lower,CI_upper,q,Pass_Conservative,CI_width,AbsBeta_over_CIwidth,PlaceboIV,Interaction_Beta
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3080,,0.18862456376135306,-402.3394258871955,79.28597708688918,0.3772491275227061,True,481.62540297408464,,long_commute_driving_alone_raw_value,-161.52672440015314
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,2773,,0.02439158506298703,25.57835039415869,370.20303146719203,0.06097896265746757,False,344.62468107303334,,reading_scores_raw_value,197.89069093067536
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,2773,,0.021582272703476065,1.1351430593320178,14.31249502074992,0.06477632596091006,False,13.177351961417902,,reading_scores_raw_value,7.7238190400409685
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,2773,,0.0424046303527419,0.26665790342711215,15.293006008242482,0.141348767842473,False,15.02634810481537,,reading_scores_raw_value,7.779831955834797
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,2773,,0.17467164886103126,-2.317092147713544,12.755172339726155,0.3493432977220625,True,15.0722644874397,,reading_scores_raw_value,5.219040096006305
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,2773,,0.13231136629643514,-1.6215276352523125,12.350924135817426,0.3543299726589144,True,13.97245177106974,,reading_scores_raw_value,5.364698250282556
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,2773,,0.03666035889143079,0.4807863200564464,15.027033425534505,0.09165089722857696,False,14.54624710547806,,reading_scores_raw_value,7.753909872795476
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,2773,,0.6530484388490398,-40.680753976118694,64.89536753070358,0.8163105485612998,True,105.57612150682228,,reading_scores_raw_value,12.107306777292443
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,2767,,0.022024320174712432,58.19536484689695,749.5061429056474,0.05506080043678108,False,691.3107780587504,,reading_scores_raw_value,403.85075387627217
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,2767,,0.01978969439390943,2.4954755644928763,28.908734880328623,0.04853665918857049,False,26.413259315835745,,reading_scores_raw_value,15.70210522241075
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,2767,,0.03938439433467079,0.7712641224964596,30.9487310766459,0.09846098583667696,False,30.177466954149438,,reading_scores_raw_value,15.85999759957118
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,2767,,0.16247068595804792,-4.3553454314949605,25.96077360904645,0.27078447659674654,True,30.31611904054141,,reading_scores_raw_value,10.802714088775744
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,2767,,0.12252800722176592,-2.9804991929284483,25.123717268244725,0.2980803836828323,True,28.104216461173174,,reading_scores_raw_value,11.071609037658138
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,2767,,0.03337017240534672,1.2515945944131914,30.518151430920128,0.08342543101336679,False,29.266556836506936,,reading_scores_raw_value,15.88487301266666
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,2767,,0.6123128623899974,-78.9865043031574,134.0768764790281,0.6803476248777749,True,213.0633807821855,,reading_scores_raw_value,27.54518608793535
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,2686,,0.0031769739468589762,68.2980149934364,338.6954268227589,0.02532492913805131,False,270.39741182932255,,math_scores_raw_value,203.49672090809764
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,2686,,0.025910530384364024,0.7272287423619854,11.380562243372152,0.06477632596091006,False,10.653333501010167,,math_scores_raw_value,6.053895492867069
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,2686,,0.012563379396220285,1.6328421753258864,13.575464442439596,0.06281689698110142,False,11.942622267113709,,math_scores_raw_value,7.604153308882742
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,2686,,0.02330425758930192,0.8374531569051094,11.480356331957626,0.11652128794650961,False,10.642903175052517,,math_scores_raw_value,6.158904744431368
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,2686,,0.0951301479162666,-0.8573692830908124,10.690733057895489,0.3543299726589144,False,11.5481023409863,,math_scores_raw_value,4.916681887402339
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,2686,,0.0028713554176933126,3.0283476222606964,14.6525775079934,0.023158713927184348,False,11.624229885732703,,math_scores_raw_value,8.840462565127048
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,2686,,0.45650008111621065,-31.89724153029293,70.98320034459988,0.6521429730231582,True,102.88044187489281,,math_scores_raw_value,19.542979407153474
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,2680,,0.00293683603559725,140.50482594433163,683.5038096400023,0.024957469323196466,False,542.9989836956706,,math_scores_raw_value,412.00431779216694
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,2680,,0.024268329594285244,1.5927759322574069,22.909849398287296,0.04853665918857049,False,21.31707346602989,,math_scores_raw_value,12.251312665272351
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,2680,,0.011775565861776227,3.4140126973869567,27.36145570482249,0.05887782930888113,False,23.94744300743553,,math_scores_raw_value,15.387734201104722
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,2680,,0.021772979006939957,1.8289583492090635,23.27228178243487,0.10886489503469977,False,21.443323433225807,,math_scores_raw_value,12.550620065821967
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,2680,,0.08985597352077185,-1.562738146824854,21.658189044625637,0.2980803836828323,False,23.220927191450492,,math_scores_raw_value,10.04772544890039
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,2680,,0.0027442630625844453,6.186746821900364,29.616964563931248,0.026529632198453237,False,23.430217742030884,,math_scores_raw_value,17.901855692915806
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,2680,,0.4373785779282803,-62.365808428320264,144.22756371047458,0.6803476248777749,True,206.59337213879485,,math_scores_raw_value,40.93087764107716
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3051,,0.3451592241932063,-0.00361738121649959,0.01033996248618555,0.4804811304793628,True,0.01395734370268514,,school_funding_adequacy_raw_value,0.0033612906348429797
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3051,,0.18919332020843715,-8.261521171218524e-05,0.00041792311835329743,0.3153222003473953,True,0.0005005383300654827,,school_funding_adequacy_raw_value,0.0001676539533205561
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3051,,0.11396305902876344,-4.6331186969791795e-05,0.0004324397448313067,0.18993843171460575,False,0.0004787709318010985,,school_funding_adequacy_raw_value,0.00019305427893075746
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3051,,0.16241185664301505,-8.258971725897958e-05,0.0004924897376922784,0.3493432977220625,True,0.0005750794549512579,,school_funding_adequacy_raw_value,0.00020495001021664938
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3051,,0.22382497914553257,-0.00011842310485915417,0.0005058977611103845,0.3543299726589144,True,0.0006243208659695387,,school_funding_adequacy_raw_value,0.00019373732812561514
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3051,,0.2634367547706543,-0.0001172445509171076,0.00042880818481818466,0.37633822110093473,True,0.0005460527357352922,,school_funding_adequacy_raw_value,0.00015578181695053851
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3051,,0.4082629156223131,-0.003100463655739974,0.0012604800763589864,0.6521429730231582,True,0.00436094373209896,,school_funding_adequacy_raw_value,-0.0009199917896904938
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3015,,0.2527915977866314,-0.005935897265409789,0.022566278580644028,0.36113085398090206,True,0.028502175846053815,,school_funding_adequacy_raw_value,0.00831519065761712
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3015,,0.12618160719720478,-0.0001124262045618837,0.0009109648229106954,0.21030267866200797,False,0.0010233910274725791,,school_funding_adequacy_raw_value,0.00039926930917440586
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3015,,0.07374697513280222,-4.30208322280424e-05,0.0009386687270228502,0.12291162522133704,False,0.0009816895592508926,,school_funding_adequacy_raw_value,0.0004478239473974039
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3015,,0.11561235347449052,-0.00011690904586355341,0.001068783741842114,0.27078447659674654,True,0.0011856927877056675,,school_funding_adequacy_raw_value,0.00047593734798928025
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3015,,0.16760171666110024,-0.00019201353895822082,0.0011056803535209763,0.2980803836828323,True,0.0012976938924791973,,school_funding_adequacy_raw_value,0.0004568334072813778
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3015,,0.17758052429989202,-0.0001740679595754463,0.000941363567392999,0.23862182709836727,False,0.0011154315269684453,,school_funding_adequacy_raw_value,0.00038364780390877633
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3015,,0.5831228336869668,-0.005552986728088891,0.00312341999974345,0.6803476248777749,True,0.00867640672783234,,school_funding_adequacy_raw_value,-0.0012147833641727203
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,2914,,0.007597478741415392,-1300.6916307763531,-199.33978764895198,0.02532492913805131,False,1101.351843127401,,school_segregation_raw_value,-750.0157092126526
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,2912,,0.01368248662759856,-45.31654091989327,-5.176600866530038,0.06477632596091006,False,40.13994005336323,,school_segregation_raw_value,-25.246570893211654
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,2912,,0.0028709516327012825,-51.73362471385278,-10.69249696952576,0.028709516327012824,False,41.041127744327014,,school_segregation_raw_value,-31.21306084168927
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,2912,,0.01140942387458304,-48.671082382002716,-6.178251172088849,0.1140942387458304,False,42.49283120991387,,school_segregation_raw_value,-27.424666777045783
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,2912,,0.006029987688555015,-45.646661680125675,-7.62553233876422,0.06029987688555014,False,38.02112934136146,,school_segregation_raw_value,-26.636097009444946
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,2912,,0.010121701971009343,-47.060259461679614,-6.352227598223607,0.03373900657003114,False,40.70803186345601,,school_segregation_raw_value,-26.70624352995161
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,2914,,0.004873439469443281,-493.85522420784673,-88.45689124675411,0.04873439469443281,False,405.3983329610926,,school_segregation_raw_value,-291.15605772730044
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,2900,,0.00748724079695894,-2641.2384625748955,-407.15462721611925,0.024957469323196466,False,2234.083835358776,,school_segregation_raw_value,-1524.1965448955075
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,2900,,0.013455373985238042,-92.11559997230302,-10.632853413277559,0.04485124661746014,False,81.48274655902546,,school_segregation_raw_value,-51.37422669279029
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,2900,,0.002730796177834251,-104.82129624716889,-21.921428757233087,0.027307961778342507,False,82.8998674899358,,school_segregation_raw_value,-63.37136250220099
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,2900,,0.010742020519170377,-98.6956235332043,-12.930946073922769,0.10742020519170375,False,85.76467745928153,,school_segregation_raw_value,-55.81328480356353
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,2900,,0.005758232141111861,-92.53615196892129,-15.705106037001798,0.05758232141111861,False,76.83104593191949,,school_segregation_raw_value,-54.12062900296154
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,2900,,0.009893043066571745,-95.4093827764208,-13.022087188355613,0.03297681022190582,False,82.38729558806519,,school_segregation_raw_value,-54.215734982388206
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,2900,,0.004754490350465074,-1004.9463386585726,-181.3688527154091,0.04754490350465074,False,823.5774859431635,,school_segregation_raw_value,-593.1575956869908
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO1,3129,,0.12428084719694292,-901.4338389692809,109.01531324355147,0.2071347453282382,False,1010.4491522128324,,gender_pay_gap_raw_value,-396.20926286286476
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO11,3127,,0.4278225226925002,-28.900413313288833,12.251848861300662,0.6111750324178574,True,41.152262174589495,,gender_pay_gap_raw_value,-8.324282225994086
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO12,3127,,0.06291319746218506,-33.34591826572762,0.8743754197609626,0.15728299365546264,False,34.220293685488585,,gender_pay_gap_raw_value,-16.235771422983326
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO13,3127,,0.09986532368797393,-34.68808834015939,3.025378926890987,0.33288441229324645,False,37.713467267050376,,gender_pay_gap_raw_value,-15.831354706634201
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO14,3127,,0.21792394924324332,-31.422789275786645,7.165513902251842,0.3543299726589144,True,38.58830317803849,,gender_pay_gap_raw_value,-12.128637686767402
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO15,3127,,0.18908219082215283,-36.20968707414906,7.153575402069105,0.34447185971074085,True,43.36326247621817,,gender_pay_gap_raw_value,-14.528055836039979
Placebo Interaction (replace IV3),dv2_health_outcomes_score,,MO2,3129,,0.04300696869335303,-316.8603269497163,-5.0650422100457035,0.21503484346676513,False,311.7952847396706,,gender_pay_gap_raw_value,-160.962684579881
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO1,3077,,0.12335783467200476,-1882.2366436678078,225.3507288680978,0.20559639112000794,False,2107.5873725359056,,gender_pay_gap_raw_value,-828.442957399855
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO11,3077,,0.40325739882993716,-61.04569213730936,24.545649593853554,0.5678502176735185,True,85.59134173116291,,gender_pay_gap_raw_value,-18.250021271727903
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO12,3077,,0.05722411730692914,-69.83287550294452,1.0555507352964923,0.11444823461385828,False,70.88842623824101,,gender_pay_gap_raw_value,-34.38866238382401
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO13,3077,,0.09148585095798922,-71.08993249167315,5.3080540946719665,0.27078447659674654,False,76.39798658634513,,gender_pay_gap_raw_value,-32.89093919850059
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO14,3077,,0.20499736328157236,-65.66622572939698,14.090362823915278,0.2980803836828323,True,79.75658855331227,,gender_pay_gap_raw_value,-25.78793145274085
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO15,3077,,0.18663925898102418,-74.4306012553941,14.506481800372185,0.23862182709836727,False,88.93708305576628,,gender_pay_gap_raw_value,-29.962059727510955
Placebo Interaction (replace IV3),dv21_premature_death_ypll_rate,,MO2,3077,,0.04923584076677867,-660.7565418902103,-1.107239193502778,0.24617920383389336,False,659.6493026967075,,gender_pay_gap_raw_value,-330.93189054185655
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO1,3104,,0.5132190812162694,-0.00036774467760883827,0.00018376424985893947,0.5132190812162694,True,0.0005515089274677777,,,-9.19902138749494e-05
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO11,3104,,0.5598333546421252,-1.273282554433365e-05,6.893882313123751e-06,0.5598333546421252,True,1.96267078574574e-05,,,-2.919471615604949e-06
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO12,3104,,0.9480355070359618,-1.0203631406850231e-05,9.546875253899706e-06,0.9480355070359618,True,1.9750506660749938e-05,,,-3.2837807647526234e-07
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO13,3104,,0.23727112690240082,-1.3614302662537787e-05,3.371852051411208e-06,0.23727112690240082,False,1.6986154713948995e-05,,,-5.12122530556329e-06
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO14,3104,,0.875813789026915,-6.728009146985289e-06,7.893889262922998e-06,0.875813789026915,True,1.4621898409908287e-05,,,5.829400579688548e-07
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO15,3104,,0.7086283275345806,-6.507441019099653e-06,9.573541067820057e-06,0.7086283275345806,True,1.608098208691971e-05,,,1.5330500243602022e-06
Placebo Outcome (keep IV3MO),voter_turnout_raw_value,,MO2,3104,,0.0006016777575172178,-0.00015782114364329007,-4.306171822201196e-05,0.0006016777575172178,False,0.00011475942542127811,,,-0.00010044143093265102
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO1,3132,,0.8341500753456585,-0.00020197633406725517,0.00025029192266528253,0.8341500753456585,True,0.0004522682567325377,,,2.415779429901368e-05
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO11,3132,,0.38106849744368443,-1.1639284161459342e-05,4.449176073972589e-06,0.38106849744368443,True,1.608846023543193e-05,,,-3.5950540437433764e-06
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO12,3132,,0.04622533034197133,-1.3381281441737243e-05,-1.129385283920706e-07,0.04622533034197133,False,1.3268342913345172e-05,,,-6.747109985064657e-06
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO13,3132,,0.6930893424238737,-9.660388002433816e-06,6.421979145852739e-06,0.6930893424238737,True,1.6082367148286555e-05,,,-1.6192044282905383e-06
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO14,3132,,0.5888736087792141,-1.0488384230268835e-05,5.954252043029696e-06,0.5888736087792141,True,1.644263627329853e-05,,,-2.2670660936195694e-06
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO15,3132,,0.4302276061949897,-1.0668916233222329e-05,4.545685477021055e-06,0.4302276061949897,True,1.5214601710243384e-05,,,-3.061615378100637e-06
Placebo Outcome (keep IV3MO),census_participation_raw_value,,MO2,3132,,0.006432061008044355,-0.00010798831194463646,-1.7632169044489327e-05,0.006432061008044355,False,9.035614290014713e-05,,,-6.28102404945629e-05
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO1,3104,,2.464370392245796e-07,0.2892719760913513,0.643576560472668,2.464370392245796e-07,False,0.3543045843813167,,,0.4664242682820096
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO11,3102,,1.804044375409192e-12,0.014756166174872002,0.026122725652598162,1.804044375409192e-12,False,0.01136655947772616,,,0.02043944591373508
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO12,3102,,2.5756184938759057e-09,0.010772771609994316,0.021338817190672873,2.5756184938759057e-09,False,0.010566045580678557,,,0.016055794400333594
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO13,3102,,8.428994085569197e-08,0.011111304399732411,0.02393030060338431,8.428994085569197e-08,False,0.012818996203651898,,,0.01752080250155836
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO14,3102,,3.4015287216615954e-05,0.007929581117411166,0.0221566413905769,3.4015287216615954e-05,False,0.014227060273165733,,,0.015043111253994032
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO15,3102,,0.0005239093420752002,0.00517939764551049,0.018640510633948438,0.0005239093420752002,False,0.013461112988437947,,,0.011909954139729464
Placebo Outcome (keep IV3MO),traffic_volume_raw_value,,MO2,3104,,0.0018969121602780328,0.026881240896186938,0.11883327372958108,0.0018969121602780328,False,0.09195203283339415,,,0.072857257312884
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO1,3129,,0.18531261875130212,-6.084599287255077e-05,0.0003145325350035874,0.18531261875130212,False,0.0003753785278761382,,,0.0001268432710655183
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO11,3127,,0.1402375560227115,-1.542656301540891e-06,1.0924128859829227e-05,0.1402375560227115,False,1.2466785161370118e-05,,,4.690736279144168e-06
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO12,3127,,0.03201313847169968,5.006304964460319e-07,1.1149688220520718e-05,0.03201313847169968,False,1.0649057724074685e-05,,,5.8251593584833745e-06
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO13,3127,,0.1801326874528193,-1.8695082751903945e-06,9.957690213059138e-06,0.1801326874528193,False,1.1827198488249532e-05,,,4.044090968934372e-06
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO14,3127,,0.016290245605988487,1.4752759792299613e-06,1.4547602013043193e-05,0.016290245605988487,False,1.3072326033813231e-05,,,8.011438996136577e-06
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO15,3127,,0.11847402040893129,-1.5710185336893257e-06,1.387281942835177e-05,0.11847402040893129,False,1.5443837962041096e-05,,,6.150900447331222e-06
Placebo Outcome (keep IV3MO),gender_pay_gap_raw_value,,MO2,3129,,0.3699036978793019,-6.716744066756158e-05,2.5001534028503933e-05,0.3699036978793019,True,9.21689746960655e-05,,,-2.1082953319528827e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO1,2773,,0.19004559273061583,-0.0013703734881851,0.0002721631557708116,0.19004559273061583,False,0.0016425366439559116,,,-0.0005491051662071442
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO11,2773,,0.15030044616657454,-5.469909619452208e-05,8.39362587994369e-06,0.15030044616657454,False,6.309272207446577e-05,,,-2.3152735157289195e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO12,2773,,0.1993512289086693,-4.172268373245502e-05,8.703296332012583e-06,0.1993512289086693,False,5.04259800644676e-05,,,-1.6509693700221215e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO13,2773,,0.037784896367576565,-4.8222362147170935e-05,-1.4001135243750915e-06,0.037784896367576565,False,4.682224862279585e-05,,,-2.481123783577301e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO14,2773,,0.012727219518684043,-5.545984454442161e-05,-6.620234972223883e-06,0.012727219518684043,False,4.883960957219773e-05,,,-3.104003975832275e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO15,2773,,0.12661466023738885,-4.445467379336299e-05,5.511342238981741e-06,0.12661466023738885,False,4.9966016032344725e-05,,,-1.947166577719062e-05
Placebo Outcome (keep IV3MO),reading_scores_raw_value,,MO2,2773,,0.0044437842976470295,-0.0003932832932666024,-7.242699367307693e-05,0.0044437842976470295,False,0.00032085629959352545,,,-0.00023285514346983965
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO1,2686,,0.08778656525701821,-0.0017679628672903577,0.00012186376996413222,0.08778656525701821,False,0.00188982663725449,,,-0.0008230495486631127
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO11,2686,,0.0008036238300527595,-7.064871172532815e-05,-1.850949200890055e-05,0.0008036238300527595,False,5.21392197164276e-05,,,-4.457910186711435e-05
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO12,2686,,0.046200804460526414,-5.413025405641058e-05,-4.5990484025883486e-07,0.046200804460526414,False,5.367034921615174e-05,,,-2.7295079448334707e-05
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO13,2686,,0.09945170624895174,-5.362416592898233e-05,4.6444251132235285e-06,0.09945170624895174,False,5.8268591042205865e-05,,,-2.44898704078794e-05
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO14,2686,,0.0446738399435309,-5.468915352762806e-05,-6.581513897305816e-07,0.0446738399435309,False,5.403100213789748e-05,,,-2.767365245867932e-05
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO15,2686,,0.1478725431664989,-5.177232202647655e-05,7.793493333788495e-06,0.1478725431664989,False,5.956581536026504e-05,,,-2.198941434634403e-05
Placebo Outcome (keep IV3MO),math_scores_raw_value,,MO2,2686,,0.05131249794075406,-0.00040282258659757667,1.1446219355167736e-06,0.05131249794075406,False,0.00040396720853309344,,,-0.00020083898233102995
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO1,3135,,0.361109291608149,-0.000526671504236036,0.00019186597239191633,0.361109291608149,True,0.0007185374766279524,,,-0.0001674027659220598
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO11,3133,,0.6824672576718448,-1.3529684553652159e-05,8.856970758245034e-06,0.6824672576718448,True,2.2386655311897193e-05,,,-2.3363568977035625e-06
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO12,3133,,0.6529316380952079,-1.1740781391223843e-05,7.358622734476788e-06,0.6529316380952079,True,1.909940412570063e-05,,,-2.1910793283735276e-06
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO13,3133,,0.8337612388689639,-1.105551696697575e-05,8.916807352343763e-06,0.8337612388689639,True,1.9972324319319513e-05,,,-1.0693548073159928e-06
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO14,3133,,0.21083502887898586,-1.7807172683436016e-05,3.9298846267889114e-06,0.21083502887898586,False,2.1737057310224927e-05,,,-6.938644028323552e-06
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO15,3133,,0.2067047853414834,-1.9982842443059742e-05,4.323702940894882e-06,0.2067047853414834,False,2.4306545383954626e-05,,,-7.82956975108243e-06
Placebo Outcome (keep IV3MO),long_commute_driving_alone_raw_value,,MO2,3135,,0.0008779665314647033,-0.0002300644459127081,-5.9486090424311775e-05,0.0008779665314647033,False,0.00017057835548839632,,,-0.00014477526816850995
