Family,Test,N,Beta,p,CI_lower,CI_upper,Q_FDR,Note
CAPEX intensity (FI1/FI2),log1p_CAPEX_Intensity_Winsor -> MO2_Robotics,1508,0.43628141461611125,1.3087397509439794e-08,0.2858666554245481,0.5866961738076744,3.926219252831938e-08,fi_capex_intensity_ratio_log1p
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Raw -> MO2_Robotics,1508,0.0004533440871729562,0.07418320051122455,-4.430202851635266e-05,0.000950990202862265,0.07418320051122455,fi_capex_intensity_ratio
CAPEX intensity (FI1/FI2),log1p_CAPEX_Intensity_Winsor -> MO1_GenAI,1508,0.06741491804663155,0.03447533047575513,0.004925997592858236,0.12990383850040488,0.10342599142726538,fi_capex_intensity_ratio_log1p
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Winsor01_99 -> MO1_GenAI,1508,0.00021437483134820304,0.16565084585331857,-8.87071198675377e-05,0.0005174567825639438,0.24847626877997786,fi_capex_intensity_ratio_w
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Raw -> MO1_GenAI,1508,3.4839792546538905e-05,0.3912500140170013,-4.480624093833415e-05,0.00011448582603141196,0.3912500140170013,fi_capex_intensity_ratio
CAPEX intensity (FI1/FI2),log1p_CAPEX_Intensity_Winsor -> DV21_YPLL,1504,-133.10235549073042,0.006295973399223181,-228.5928815794972,-37.61182940196363,0.010335864761589672,fi_capex_intensity_ratio_log1p
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Winsor01_99 -> DV21_YPLL,1504,-0.7394089575908478,0.0068905765077264475,-1.275740696026047,-0.20307721915564858,0.010335864761589672,fi_capex_intensity_ratio_w
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Raw -> DV21_YPLL,1504,-0.2107287852711861,0.15883838577137943,-0.5038615172691676,0.08240394672679546,0.15883838577137943,fi_capex_intensity_ratio
CAPEX intensity (FI1/FI2),log1p_CAPEX_Intensity_Winsor -> DV2_Health_Outcomes,1508,-66.7892889680653,0.005407952376729585,-113.84895698763208,-19.729620948498543,0.009699161189793996,fi_capex_intensity_ratio_log1p
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Winsor01_99 -> DV2_Health_Outcomes,1508,-0.37168744904931406,0.006466107459862663,-0.6392055087144376,-0.10416938938419051,0.009699161189793996,fi_capex_intensity_ratio_w
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Raw -> DV2_Health_Outcomes,1508,-0.10634676861681791,0.15546314865969282,-0.2530812499153713,0.040387712681735494,0.15546314865969282,fi_capex_intensity_ratio
CAPEX intensity (FI1/FI2),CAPEX_Intensity_Winsor01_99 -> MO2_Robotics,1508,0.002072683696329253,0.0002588859431540512,0.0009607084082753118,0.0031846589843831942,0.0003883289147310768,fi_capex_intensity_ratio_w
Dissertation Direct Effects,mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,-57.461171519673826,0.5109780439121756,-190.87074130871636,81.01136217219647,,"AIPW (N_t=774, N_c=2291)"
Dissertation Direct Effects,mo1_genai_composite_score -> dv15_preventable_stays_rate,3065,-89.48874551606377,0.26746506986027946,-247.7122135055167,86.7639099096343,,"AIPW (N_t=571, N_c=2494)"
Dissertation Direct Effects,sp5_irr_county_value -> mo15_ai_staff_scheduling_pct,3132,-2.746254930005904,0.2275449101796407,-6.980826826114789,1.0214752461571786,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,sp5_irr_county_value -> mo14_ai_predict_staff_needs_pct,3132,-3.822395478495001,0.03592814371257485,-8.202431973107798,-0.34616588501549217,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,sp5_irr_county_value -> mo13_ai_predict_patient_demand_pct,3132,-3.619560267448618,0.059880239520958084,-7.602999966000734,0.05415612712048008,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,sp5_irr_county_value -> mo11_ai_automate_routine_tasks_pct,3132,-2.9168965973570087,0.19161676646706588,-6.937105584018027,1.2455478325557667,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,sp5_irr_county_value -> mo1_genai_composite_score,3132,-0.14343276856143572,0.09580838323353294,-0.3406654081365296,0.02934116321124952,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,sp5_irr_county_value -> mo12_ai_optimize_workflows_pct,3132,-3.376894929746129,0.1277445109780439,-8.060337643691037,1.0409793415422193,,"AIPW (N_t=1511, N_c=1621)"
Dissertation Direct Effects,mo14_ai_predict_staff_needs_pct -> dv15_preventable_stays_rate,3065,-126.92039408586515,0.08782435129740519,-256.54687191075186,24.520014514750134,,"AIPW (N_t=318, N_c=2747)"
Dissertation Direct Effects,mo13_ai_predict_patient_demand_pct -> dv15_preventable_stays_rate,3065,-145.03476820929973,0.0998003992015968,-304.8928268185449,20.60103354697334,,"AIPW (N_t=337, N_c=2728)"
Dissertation Direct Effects,mo12_ai_optimize_workflows_pct -> dv15_preventable_stays_rate,3065,-81.82073526384693,0.3872255489021956,-256.6420001576286,128.9974061363103,,"AIPW (N_t=453, N_c=2612)"
Dissertation Direct Effects,mo11_ai_automate_routine_tasks_pct -> dv15_preventable_stays_rate,3065,-211.7187557701377,0.003992015968063872,-352.0069120268303,-80.62461398726298,,"AIPW (N_t=417, N_c=2648)"
Dissertation Direct Effects,mo15_ai_staff_scheduling_pct -> dv15_preventable_stays_rate,3065,-78.905391356559,0.33532934131736525,-229.63468553108086,73.11406316851004,,"AIPW (N_t=299, N_c=2766)"
Dissertation Direct Effects,mo2_robotics_composite_score -> dv15_preventable_stays_rate,3065,-181.11081835423238,0.011976047904191617,-320.58381060409164,-43.37638075398778,,"AIPW (N_t=937, N_c=2128)"
Dissertation Interaction Effects,mo13_ai_predict_patient_demand_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.02505037455925664,0.047254419440444694,0.00030364240062488723,0.049797106717888395,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo15_ai_staff_scheduling_pct -> dv15_preventable_stays_rate,3065,-0.3244549297568542,0.8374535018327132,-3.424207792017132,2.775297932503423,,
Dissertation Interaction Effects,mo1_genai_composite_score x mo2_robotics_composite_score -> dv15_preventable_stays_rate,3065,4.9026862002708125,0.10129022511036066,-0.9614107177889615,10.766783118330586,,
Dissertation Interaction Effects,mo11_ai_automate_routine_tasks_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.026333586037777662,0.016828737347620245,0.004742107448699965,0.04792506462685536,,
Dissertation Interaction Effects,mo12_ai_optimize_workflows_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.013455165630417362,0.21012542429330328,-0.007587928795393842,0.034498260056228566,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo1_genai_composite_score -> dv15_preventable_stays_rate,3065,2.794374866087436,0.008669115574007055,0.7078148916080274,4.8809348405668445,,
Dissertation Interaction Effects,mo1_genai_composite_score x mo2_robotics_composite_score -> dv21_premature_death_ypll_rate,3080,-2.202147217626223,0.7031252539473656,-13.52744591731077,9.123151482058324,,
Dissertation Interaction Effects,mo11_ai_automate_routine_tasks_pct x mo21_robotics_in_hospital_pct -> dv21_premature_death_ypll_rate,3080,-0.00597242638296102,0.8326173102563316,-0.06135905305611298,0.04941420029019094,,
Dissertation Interaction Effects,mo12_ai_optimize_workflows_pct x mo21_robotics_in_hospital_pct -> dv21_premature_death_ypll_rate,3080,-0.03790531370566443,0.02331588404977845,-0.07065923277561387,-0.005151394635714998,,
Dissertation Interaction Effects,mo13_ai_predict_patient_demand_pct x mo21_robotics_in_hospital_pct -> dv21_premature_death_ypll_rate,3080,-0.05831471099152824,0.015573305435690899,-0.10556805807984948,-0.011061363903207007,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo14_ai_predict_staff_needs_pct -> dv15_preventable_stays_rate,3065,-0.5968588710048891,0.7151732227569755,-3.8025776637704043,2.608859921760626,,
Dissertation Interaction Effects,mo15_ai_staff_scheduling_pct x mo21_robotics_in_hospital_pct -> dv21_premature_death_ypll_rate,3080,-0.006958886655487204,0.8034735050274172,-0.06176673413247358,0.04784896082149917,,
Dissertation Interaction Effects,mo15_ai_staff_scheduling_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.010209753782604898,0.42932956536388256,-0.015109430547022915,0.03552893811223271,,
Dissertation Interaction Effects,mo14_ai_predict_staff_needs_pct x mo21_robotics_in_hospital_pct -> dv21_premature_death_ypll_rate,3080,-0.016928358518421588,0.49276842341838734,-0.06530039352135357,0.031443676484510394,,
Dissertation Interaction Effects,mo14_ai_predict_staff_needs_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.017484968308942486,0.15481765120792543,-0.006602648346284195,0.04157258496416917,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo11_ai_automate_routine_tasks_pct -> dv15_preventable_stays_rate,3065,-0.2666914317595715,0.8517978918061653,-3.064527742686187,2.5311448791670443,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo11_ai_automate_routine_tasks_pct -> dv15_preventable_stays_rate,3065,0.0802388751983616,0.024688574230010276,0.010226216590550063,0.15025153380617315,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo12_ai_optimize_workflows_pct -> dv15_preventable_stays_rate,3065,0.07362275690786114,0.004394795191073811,0.02296238828891107,0.12428312552681123,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo13_ai_predict_patient_demand_pct -> dv15_preventable_stays_rate,3065,0.10460225224043958,0.0011299313394013823,0.04163648154583244,0.16756802293504672,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo14_ai_predict_staff_needs_pct -> dv15_preventable_stays_rate,3065,0.10345623054010446,0.00632638464931765,0.029191312010682938,0.17772114906952596,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo15_ai_staff_scheduling_pct -> dv15_preventable_stays_rate,3065,0.05842625119273088,0.16361187453270454,-0.02377848397740443,0.1406309863628662,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo1_genai_composite_score -> dv15_preventable_stays_rate,3065,-21.205637956192763,0.6040941736022245,-101.36095142240933,58.94967551002381,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo11_ai_automate_routine_tasks_pct -> dv15_preventable_stays_rate,3065,-0.2666914317595715,0.8517978918061653,-3.064527742686187,2.5311448791670443,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo12_ai_optimize_workflows_pct -> dv15_preventable_stays_rate,3065,-0.42886848499146274,0.746531006822875,-3.0294963200088043,2.171759350025879,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo13_ai_predict_patient_demand_pct -> dv15_preventable_stays_rate,3065,-0.2950447478905866,0.8432525266786334,-3.219552483559512,2.629462987778339,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo14_ai_predict_staff_needs_pct -> dv15_preventable_stays_rate,3065,-0.5968588710048891,0.7151732227569755,-3.8025776637704043,2.608859921760626,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo12_ai_optimize_workflows_pct -> dv15_preventable_stays_rate,3065,-0.42886848499146274,0.746531006822875,-3.0294963200088043,2.171759350025879,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo15_ai_staff_scheduling_pct -> dv15_preventable_stays_rate,3065,-0.3244549297568542,0.8374535018327132,-3.424207792017132,2.775297932503423,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo13_ai_predict_patient_demand_pct -> dv15_preventable_stays_rate,3065,-0.2950447478905866,0.8432525266786334,-3.219552483559512,2.629462987778339,,
Dissertation Interaction Effects,mo11_ai_automate_routine_tasks_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.026333586037777662,0.016828737347620245,0.004742107448699965,0.04792506462685536,,
Dissertation Interaction Effects,iv2_physical_environment_score x mo1_genai_composite_score -> dv15_preventable_stays_rate,3065,-21.205637956192763,0.6040941736022245,-101.36095142240933,58.94967551002381,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo15_ai_staff_scheduling_pct -> dv15_preventable_stays_rate,3065,0.05842625119273088,0.16361187453270454,-0.02377848397740443,0.1406309863628662,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo14_ai_predict_staff_needs_pct -> dv15_preventable_stays_rate,3065,0.10345623054010446,0.00632638464931765,0.029191312010682938,0.17772114906952596,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo13_ai_predict_patient_demand_pct -> dv15_preventable_stays_rate,3065,0.10460225224043958,0.0011299313394013823,0.04163648154583244,0.16756802293504672,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo12_ai_optimize_workflows_pct -> dv15_preventable_stays_rate,3065,0.07362275690786114,0.004394795191073811,0.02296238828891107,0.12428312552681123,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo11_ai_automate_routine_tasks_pct -> dv15_preventable_stays_rate,3065,0.0802388751983616,0.024688574230010276,0.010226216590550063,0.15025153380617315,,
Dissertation Interaction Effects,mo12_ai_optimize_workflows_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.013455165630417362,0.21012542429330328,-0.007587928795393842,0.034498260056228566,,
Dissertation Interaction Effects,iv3_health_behaviors_score x mo1_genai_composite_score -> dv15_preventable_stays_rate,3065,2.794374866087436,0.008669115574007055,0.7078148916080274,4.8809348405668445,,
Dissertation Interaction Effects,mo15_ai_staff_scheduling_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.010209753782604898,0.42932956536388256,-0.015109430547022915,0.03552893811223271,,
Dissertation Interaction Effects,mo14_ai_predict_staff_needs_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.017484968308942486,0.15481765120792543,-0.006602648346284195,0.04157258496416917,,
Dissertation Interaction Effects,mo13_ai_predict_patient_demand_pct x mo21_robotics_in_hospital_pct -> dv15_preventable_stays_rate,3065,0.02505037455925664,0.047254419440444694,0.00030364240062488723,0.049797106717888395,,
Dissertation Interaction Effects,mo1_genai_composite_score x mo2_robotics_composite_score -> dv15_preventable_stays_rate,3065,4.9026862002708125,0.10129022511036066,-0.9614107177889615,10.766783118330586,,
H1–H4,H4: iv4_social_economic_factors_score -> dv3_avg_patient_services_margin,2109,-0.006490875861941253,0.0002826306746242201,-0.009994830923727972,-0.002986920800154534,0.0005652613492484402,
H1–H4,H4: iv4_social_economic_factors_score -> dv2_health_outcomes_score,3135,264.890063765518,6.1719668893878e-69,235.30390422758154,294.47622330345445,6.1719668893877994e-68,
H1–H4,H4: iv4_social_economic_factors_score -> dv1_clinical_care_score,3135,13.55137367113725,0.0011735202078133262,5.367014045271032,21.73573329700347,0.0019558670130222105,
H1–H4,H3: iv3_health_behaviors_score -> dv1_clinical_care_score,3135,-0.833086839153906,0.2961554789748677,-2.3960229511415876,0.7298492728337757,0.42307925567838245,
H1–H4,H2: iv2_physical_environment_score -> dv3_avg_patient_services_margin,2109,-0.00788277234425117,0.681297640186155,-0.04550198877940431,0.029736444090901967,0.7429074529898393,
H1–H4,H2: iv2_physical_environment_score -> dv2_health_outcomes_score,3135,469.6214342745651,5.745008335173657e-06,266.68276035290654,672.5601081962236,1.4362520837934143e-05,
H1–H4,H2: iv2_physical_environment_score -> dv1_clinical_care_score,3135,405.3361016345074,4.6373560531500274e-10,277.8355836531187,532.8366196158961,1.5457853510500093e-09,
H1–H4,H1: iv1_medicaid_expansion_active -> dv3_avg_patient_services_margin,2109,0.00727435465373159,0.7429074529898393,-0.03619281341119339,0.050741522718656576,0.7429074529898393,
H1–H4,H3: iv3_health_behaviors_score -> dv2_health_outcomes_score,3135,27.391611595877,2.669182566099537e-14,20.340048739543043,34.443174452210954,1.3345912830497683e-13,
H1–H4,H1: iv1_medicaid_expansion_active -> dv1_clinical_care_score,3135,21.878050601600197,0.617746563037774,-64.04617399874913,107.80227520194951,0.7429074529898393,
Replication (Index OLS),mo2_robotics_composite_score -> dv3_avg_patient_services_margin,2109,0.0030588656833918674,0.06863209273493613,-0.00023372800708139352,0.006351459373865128,,MO2_Robotics_Composite
Replication (Index OLS),mo2_robotics_composite_score -> dv2_health_outcomes_score,3135,-24.213446251884374,3.763001169979915e-06,-34.4766084820278,-13.950284021740949,,MO2_Robotics_Composite
Replication (Index OLS),mo2_robotics_composite_score -> dv1_clinical_care_score,3135,-28.456249602278685,6.378702134218301e-10,-37.47990921675668,-19.432589987800686,,MO2_Robotics_Composite
Replication (Index OLS),mo1_genai_composite_score -> dv3_avg_patient_services_margin,2109,0.012992153511857557,0.14387173455427546,-0.004430862144738824,0.030415169168453937,,MO1_GenAI_Composite
Replication (Index OLS),mo1_genai_composite_score -> dv2_health_outcomes_score,3135,-36.093296482570935,0.009783202352437159,-63.47642743020319,-8.710165534938682,,MO1_GenAI_Composite
Replication (Index OLS),mo1_genai_composite_score -> dv1_clinical_care_score,3135,-38.32052858699232,4.480323987288215e-05,-56.723646368476416,-19.91741080550822,,MO1_GenAI_Composite
